path,root,title,chars,bytes,lines,h1Count,headings,tables,footnoteDefs,footnoteRefs,images,externalUrls,externalMarkdownLinks,internalMarkdownLinks,replacementChars,frontmatter,sourceFields,exactHash,canonicalHash,empty,veryShort,veryLong,sourceRisk,externalModelSource,includedBy
content/articles/buffett/我最看好的股票：油气资产管理公司_1957.md,content/articles/buffett,我最看好的股票：油气资产管理公司 1957,2439,6153,28,1,1,0,0,0,0,0,0,0,0,false,,803e7a5f2bbff3bfc35ca0e0b61fd466bcea552442c9cd2c4592d331bef0ebe4,0fe7182d56bb0466731ccf660cfc64c9e0bfbca174316771452a8bf3ccfad032,false,false,false,false,false,buffett
content/articles/buffett/我最看好的股票：GEICO_保险_1951.md,content/articles/buffett,我最看好的股票：GEICO 保险 1951,2466,6214,49,1,1,6,0,0,0,0,0,0,0,false,,8cf8fefd25f56b3fe33bd43996aa47badd8bbf2a83bbd704283fc17fa70c469c,dd46c63284b92f383f3feef2a93935661da73805478f120191267db3ed53dd23,false,false,false,false,false,buffett
content/articles/buffett/沃伦在担心什么_2003.md,content/articles/buffett,沃伦在担心什么 2003,4754,13481,62,1,1,0,0,0,0,0,0,0,0,false,,12ae8b8726698a3a85c135736a51215ee9610ca3878904ff5e17f4349a22fe94,cdf82d1c1a75b3778c691985d30be69ed57c02831f84eb65c57d8991e440a896,false,false,false,false,false,buffett
content/articles/munger/查理芒格：伯克希尔的总设计师.md,content/articles/munger,查理芒格：伯克希尔的总设计师,859,2429,20,1,1,0,0,0,0,0,0,0,0,false,,74eedabefdbdd96516821ff1108c413ae2cc91cd7a3ae403cfbd3058d61b6631,1ebda145f94064d22df3e5d479a1fc1c659ef821aafd24b43f8dca49a7334429,false,false,false,false,false,munger
content/articles/munger/芒格：2003_年的金融大丑闻.md,content/articles/munger,芒格：2003 年的金融大丑闻,9627,27255,102,1,1,0,0,0,0,0,0,0,0,false,,febfbbfa90a596e2c85d38d186807f26eb82305dd7b7b5ddd02b7bdc5fac3256,65ab2eaccc0968fcaea677e3fb3ad646416fd2570eec713c41e4666d4a8f754e,false,false,false,true,false,
content/articles/other/「所有者收益」vs「自由现金流」.md,content/articles/other,「所有者收益」vs「自由现金流」,25201,58460,554,1,5,247,0,0,0,2,0,0,0,false,,c41f5c7c992b1863fd14c2abe8796af3959d5e8b840bd1c973d3c68c508cf7f0,2ec7cf60f199ecd313b7584cd2955aae61e0dc0563a1f0717ac3e2ff76d4f8e8,false,false,false,false,false,
content/articles/other/伯克希尔：集团企业的终极折让.md,content/articles/other,伯克希尔：集团企业的终极折让,81518,213910,862,1,1,0,0,0,0,0,0,0,0,false,,76fa4b00f943be0c3897eebc08dbbe70822a2501199744d3e1da8a7d85f1f6ca,60e7ab4dc221f9c61d1a600a8aa1310bbdb1832641e923f38f95915f965dfd2b,false,false,false,true,false,
content/articles/other/伯克希尔哈撒韦时代.md,content/articles/other,伯克希尔哈撒韦时代,5949,9149,119,1,1,0,0,0,0,0,0,0,0,false,,6e1fddc3b22fcc7efaba139a5a1fa07080075708ff6ff5c704d1d191b179d58a,6aafa6d6ef0d041531ff265f44222f5aa2376bb352eea66c05ba7ae0316aa9b8,false,false,false,false,false,
content/articles/other/伯克希尔投资历史.md,content/articles/other,伯克希尔投资历史,41908,53082,18,1,1,0,0,0,0,119,0,0,0,false,,8372f8a8cd83c2615049ef0a1fb72eea60eaac11358960c70a30c4ea6abee5c4,165c2ba27d9d640f90180f937e01dc935cab9c723170faca84f256d3b5d495b2,false,false,false,false,false,
content/articles/other/伯克希尔业务版图.md,content/articles/other,伯克希尔业务版图,14077,20910,290,1,1,0,0,0,0,72,0,0,0,false,,009668f5ae0f2def4d7a34f2c146719befd97131566887276c7cd5aa1513a531,e122850f468e7b1f8911abda85faaf76e2c8b425e581bbd6c41d55abb1be6dbd,false,false,false,false,false,
content/articles/other/伯克希尔与标普_500_指数.md,content/articles/other,伯克希尔与标普 500 指数,19306,54938,228,1,2,0,0,0,0,0,0,0,0,false,,0862877e3b4d7980e135e01a5b77736ad5d6a72b16fa6a046dadc2e4285ddc7a,441ad9821cf38c281086a66b0445e21d797eefa0ed14ffdedc33d0cb75165017,false,false,false,false,false,
content/articles/other/财富杂志：恐龙.md,content/articles/other,财富杂志：恐龙,10899,28126,66,1,1,0,0,0,0,0,0,0,0,false,,2cac5e815aa16c7abe042a934d43d4903f3ed95ecb9420ef6c203fa530290cd0,27a53081b493e2930a0b38350eab8971c92cd9b985a57ae04d9176755888a884,false,false,false,true,false,
content/articles/other/恩师格雷厄姆生平回顾.md,content/articles/other,恩师格雷厄姆生平回顾,39122,97285,222,1,5,0,0,0,0,0,0,0,0,false,,09e57f76333764a9d7b09bc62b381793368ef5d9b714cf32221579e9fe7e1a46,f217c99a116bd67cc695b04ff22f42ba2bccdfbf52bed79ea60b5ccf8e3839e1,false,false,false,false,false,
content/articles/other/格雷厄姆谈股市_1976.md,content/articles/other,格雷厄姆谈股市 1976,5970,15631,124,1,1,0,0,0,0,0,0,0,0,false,,392572687bfd955599158fb4d1cbb06526231b1656bab3f82cafc66413ab79d1,d0e92736c08f4d0a46d936bc6f6c29522aaec97ec3585bd5453a30abdbf7bcef,false,false,false,false,false,
content/articles/other/关于市场先生和人性的理解.md,content/articles/other,关于市场先生和人性的理解,32821,94450,330,1,1,0,0,0,0,0,0,0,0,false,,9da1df02744c331ad0486dd39f1337fd1671638f90cbdd6bb1f456cf1bab5756,ec0b8462f70710447edddece628ad33f2badd31bdd478feac449db4439ede2d0,false,false,false,false,false,
content/articles/other/杰米·戴蒙_2008_年致股东信.md,content/articles/other,杰米·戴蒙 2008 年致股东信,31742,89657,412,1,1,0,0,0,0,0,0,0,0,false,,eb952326a536bf0617ad09c9f10931e6f4819081c49783c5fac2c092c3a0c429,3af65ab58240bec49e2dc6c71e5e7ea62ef7f001f5ee44697650d7e4dd7c43c0,false,false,false,true,false,
content/articles/other/康布斯：在普通股中寻找价值.md,content/articles/other,康布斯：在普通股中寻找价值,46647,108797,418,1,8,0,0,0,0,1,0,0,0,false,,5051fadcaf24883c28cc91c34785875430e2e65387948bbd71a4beec91defe37,94c6532b092142d9621ac0577a0db330ea6c6c956cace052e3f31323cd9b0461,false,false,false,true,false,
content/articles/other/考夫曼：Glenair_企业文化.md,content/articles/other,考夫曼：Glenair 企业文化,26532,70697,376,1,1,0,0,0,0,2,0,0,0,false,,1f0d7555bda7558080916731ae37b9fcb2b5f2a2105e215eea13423720316eb2,1ff37c03ed6b799d801aaa3f4250244806b496701dd99a9b29be8fc75a6e19cb,false,false,false,true,false,
content/articles/other/卢米斯：回顾职业生涯_2005.md,content/articles/other,卢米斯：回顾职业生涯 2005,8745,24893,370,1,1,0,0,0,0,0,0,0,0,false,,4b75ebee40ebe3ba91cc429fa5043506bdd44924fb679349b8934fec7777b547,c33192aab59f3d3cb32652acc640aa90691b5bcbb9517acb05a54f76aee96e5e,false,false,false,false,false,
